relpath,hash,class,run,cache_file,x0,y0,x1,y1,roi_confident
Pass\250907_154203_A35W_27-2 [16384].bmp,5738091cce10a4730a369dca0a577fd0,Pass,250907_154203,5738091cce10a4730a369dca0a577fd0_v1_fefa1c62.png,290,705,1983,1332,True
Pass\250907_154203_A35W_28-1 [1024].bmp,2980cb364b1eedeccfc7c7b31da63aa3,Pass,250907_154203,2980cb364b1eedeccfc7c7b31da63aa3_v1_fefa1c62.png,206,703,2383,1350,True
Pass\250907_154203_A35W_29-1 [1024].bmp,077a8edbc110eb3e3497d2eeb0dd74f0,Pass,250907_154203,077a8edbc110eb3e3497d2eeb0dd74f0_v1_fefa1c62.png,218,699,2189,1344,True
Pass\250907_154203_A35W_29-2 [16384].bmp,ca247aba03647b184a9ce9e02e8b7d4c,Pass,250907_154203,ca247aba03647b184a9ce9e02e8b7d4c_v1_fefa1c62.png,262,712,1991,1329,True
Pass\250907_154203_A35W_29-3 [262144].bmp,0de8e36b16d4772881e370d7a40a25c3,Pass,250907_154203,0de8e36b16d4772881e370d7a40a25c3_v1_fefa1c62.png,241,624,2132,1248,True
Pass\250907_154203_A35W_3-1 [1024].bmp,98ff7f06ffda3286777fab25bab07a94,Pass,250907_154203,98ff7f06ffda3286777fab25bab07a94_v1_fefa1c62.png,210,668,2251,1323,True
Pass\250907_154203_A35W_3-3 [16].bmp,dcd4a8c7853cef8450866996982be82a,Pass,250907_154203,dcd4a8c7853cef8450866996982be82a_v1_fefa1c62.png,194,574,1993,1209,True
Pass\250907_154203_A35W_5-2 [16384].bmp,bfb4fa2f6f88c9f1045f90af2a87995c,Pass,250907_154203,bfb4fa2f6f88c9f1045f90af2a87995c_v1_fefa1c62.png,291,680,1992,1297,True
Pass\250907_154203_A35W_5-3 [16].bmp,882482656764074586654c24c3cc893d,Pass,250907_154203,882482656764074586654c24c3cc893d_v1_fefa1c62.png,300,588,1979,1205,True
Pass\250907_154203_A35W_6-2 [16384].bmp,e9bbf2792f318aee4940b504c7407a5b,Pass,250907_154203,e9bbf2792f318aee4940b504c7407a5b_v1_fefa1c62.png,296,684,1975,1289,True
Pass\250907_154203_A35W_6-3 [16].bmp,0b4822476ccc8a2686ae8bc649ae88cd,Pass,250907_154203,0b4822476ccc8a2686ae8bc649ae88cd_v1_fefa1c62.png,295,580,1998,1199,True
Pass\250907_154203_A35W_7-2 [16].bmp,72e9b1c4fcf4eb6939502eb84dc6b715,Pass,250907_154203,72e9b1c4fcf4eb6939502eb84dc6b715_v1_fefa1c62.png,278,687,1989,1296,True
Pass\250907_154203_A35W_7-3 [16].bmp,3d50301d405d4a0a3b9dfcb770aa067b,Pass,250907_154203,3d50301d405d4a0a3b9dfcb770aa067b_v1_fefa1c62.png,289,588,1960,1209,True
Pass\250907_154203_A35W_8-2 [16].bmp,b8dda4e6a0bffb0437e4854f372d2aca,Pass,250907_154203,b8dda4e6a0bffb0437e4854f372d2aca_v1_fefa1c62.png,271,682,1958,1299,True
Pass\250907_154203_A35W_8-3 [65536].bmp,2df08e2581d3a1642d87c7d35a3a19e0,Pass,250907_154203,2df08e2581d3a1642d87c7d35a3a19e0_v1_fefa1c62.png,271,586,1956,1187,True
Pass\250907_154203_A35W_9-3 [16].bmp,d2faeff40a5d7e9396b95db0dc3e6c56,Pass,250907_154203,d2faeff40a5d7e9396b95db0dc3e6c56_v1_fefa1c62.png,285,577,1968,1190,True
Pass\250930_170029_A35W_1-2 [16384].bmp,5dafc7e83949b4f27d6940ebbf772e30,Pass,250930_170029,5dafc7e83949b4f27d6940ebbf772e30_v1_fefa1c62.png,274,678,1949,1295,True
Pass\250930_170029_A35W_1-3 [16].bmp,43279c7c2c4e2ddcc4af94c8832a3e1e,Pass,250930_170029,43279c7c2c4e2ddcc4af94c8832a3e1e_v1_fefa1c62.png,295,588,1962,1205,True
Pass\250930_170029_A35W_10-1 [1024].bmp,3bd7db3e4ed80b1a9db9d66e899f3021,Pass,250930_170029,3bd7db3e4ed80b1a9db9d66e899f3021_v1_fefa1c62.png,202,669,2178,1319,True
Pass\250930_170029_A35W_10-3 [16].bmp,1f41df50cee5348dd0d4fdd4daa5bbd2,Pass,250930_170029,1f41df50cee5348dd0d4fdd4daa5bbd2_v1_fefa1c62.png,280,586,1977,1207,True
Pass\250930_170029_A35W_11-1 [1024].bmp,c36b86c9e2e85b3790a662717f96ca2a,Pass,250930_170029,c36b86c9e2e85b3790a662717f96ca2a_v1_fefa1c62.png,189,659,2206,1324,True
Pass\250930_170029_A35W_11-3 [16].bmp,89ce9ef79a57ce75c2a8f5a15878e265,Pass,250930_170029,89ce9ef79a57ce75c2a8f5a15878e265_v1_fefa1c62.png,260,579,1971,1224,True
Pass\250930_170029_A35W_14-1 [1024].bmp,d65fe1631bdd367e89d63b3da6b96344,Pass,250930_170029,d65fe1631bdd367e89d63b3da6b96344_v1_fefa1c62.png,210,682,2179,1335,True
Pass\250930_170029_A35W_14-2 [16384].bmp,945a15f60deda5750d3c883750c82045,Pass,250930_170029,945a15f60deda5750d3c883750c82045_v1_fefa1c62.png,284,690,1993,1307,True
Pass\250930_170029_A35W_15-1 [1024].bmp,63c7612c30f0978dd8874d8d2318fa74,Pass,250930_170029,63c7612c30f0978dd8874d8d2318fa74_v1_fefa1c62.png,184,681,2331,1344,True
Pass\250930_170029_A35W_15-2 [16384].bmp,2572d991673a37006f42d3940557805b,Pass,250930_170029,2572d991673a37006f42d3940557805b_v1_fefa1c62.png,272,690,1985,1325,True
Pass\250930_170029_A35W_16-1 [1024].bmp,828609e7b69639afd4695b2a5d14d24b,Pass,250930_170029,828609e7b69639afd4695b2a5d14d24b_v1_fefa1c62.png,198,674,2309,1347,True
Pass\250930_170029_A35W_16-2 [16384].bmp,c7abbf5885e5a8728551646edf649031,Pass,250930_170029,c7abbf5885e5a8728551646edf649031_v1_fefa1c62.png,287,689,1970,1320,True
Pass\250930_170029_A35W_17-2 [16384].bmp,609271944d3bca8ff0339ddaf3e0540f,Pass,250930_170029,609271944d3bca8ff0339ddaf3e0540f_v1_fefa1c62.png,265,691,2158,1322,True
Pass\250930_170029_A35W_18-1 [1024].bmp,8c10485e792cb2d05876c79d1d95e8b4,Pass,250930_170029,8c10485e792cb2d05876c79d1d95e8b4_v1_fefa1c62.png,169,679,2448,1358,True
Pass\250930_170029_A35W_18-2 [16384].bmp,88f2d1e56fd61260ebe55a69e16bce0f,Pass,250930_170029,88f2d1e56fd61260ebe55a69e16bce0f_v1_fefa1c62.png,300,696,1995,1313,True
Pass\250930_170029_A35W_2-2 [16384].bmp,db9f918fed14b77b5ae177ad4a15d589,Pass,250930_170029,db9f918fed14b77b5ae177ad4a15d589_v1_fefa1c62.png,261,674,2003,1311,True
Pass\250930_170029_A35W_3-2 [16].bmp,cded018e66a6a39b338069bb6cfc44bb,Pass,250930_170029,cded018e66a6a39b338069bb6cfc44bb_v1_fefa1c62.png,262,668,2061,1303,True
Pass\250930_170029_A35W_3-3 [16].bmp,dd7b8e202a534f925361b02f1f6d0344,Pass,250930_170029,dd7b8e202a534f925361b02f1f6d0344_v1_fefa1c62.png,268,581,1984,1210,True
Pass\250930_170029_A35W_4-2 [16384].bmp,fc52f936520b6e31be972623369c7d9f,Pass,250930_170029,fc52f936520b6e31be972623369c7d9f_v1_fefa1c62.png,260,681,1957,1310,True
Pass\250930_170029_A35W_4-3 [16].bmp,36f2eb68abf5ab711a0ff59aa9ad3311,Pass,250930_170029,36f2eb68abf5ab711a0ff59aa9ad3311_v1_fefa1c62.png,258,589,1971,1216,True
Pass\250930_170029_A35W_5-2 [16384].bmp,b67ca7f6de3cebacb4e8d0ae1a611dd4,Pass,250930_170029,b67ca7f6de3cebacb4e8d0ae1a611dd4_v1_fefa1c62.png,276,678,1989,1302,True
Pass\250930_170029_A35W_5-3 [16].bmp,f105410f04f3bc3a008617a035ebe3fa,Pass,250930_170029,f105410f04f3bc3a008617a035ebe3fa_v1_fefa1c62.png,287,578,1958,1213,True
Pass\250930_170029_A35W_7-3 [16].bmp,c255b97fb53dccff9e02ae9c014f1345,Pass,250930_170029,c255b97fb53dccff9e02ae9c014f1345_v1_fefa1c62.png,275,586,1965,1203,True
Pass\250930_170029_A35W_8-1 [1024].bmp,91070b6342b47f9c1f8fe4012df22e9b,Pass,250930_170029,91070b6342b47f9c1f8fe4012df22e9b_v1_fefa1c62.png,184,664,2277,1321,True
Pass\250930_170029_A35W_8-3 [16].bmp,c12b47fec9a848cb89588cdb5edb1817,Pass,250930_170029,c12b47fec9a848cb89588cdb5edb1817_v1_fefa1c62.png,280,578,1955,1199,True
Pass\250930_170029_A35W_9-1 [1024].bmp,2b4eefa1f15b34c2258a4a5c2d79aa9f,Pass,250930_170029,2b4eefa1f15b34c2258a4a5c2d79aa9f_v1_fefa1c62.png,195,666,2264,1321,True
Pass\250930_172059_A35W_1-1 [1024].bmp,5f286fac23804c6dca6353081b32927f,Pass,250930_172059,5f286fac23804c6dca6353081b32927f_v1_fefa1c62.png,186,671,2225,1332,True
Pass\250930_172059_A35W_1-3 [16].bmp,463790541ecf3bbad62ae32ba1ad864a,Pass,250930_172059,463790541ecf3bbad62ae32ba1ad864a_v1_fefa1c62.png,185,582,1972,1221,True
Pass\250930_172059_A35W_10-1 [1024].bmp,2831826326ced01c1710374cd9368273,Pass,250930_172059,2831826326ced01c1710374cd9368273_v1_fefa1c62.png,193,666,2244,1323,True
Pass\250930_172059_A35W_10-2 [16384].bmp,e720df15f2ca26f32e9f6ded0ba0e9a5,Pass,250930_172059,e720df15f2ca26f32e9f6ded0ba0e9a5_v1_fefa1c62.png,287,671,1970,1298,True
Pass\250930_172059_A35W_10-3 [16].bmp,6a01e947b30d9a59492f5421b8c838fc,Pass,250930_172059,6a01e947b30d9a59492f5421b8c838fc_v1_fefa1c62.png,281,584,2002,1219,True
Pass\250930_172059_A35W_11-1 [1024].bmp,c366ab1dd9763dc1c05a6d77851d150f,Pass,250930_172059,c366ab1dd9763dc1c05a6d77851d150f_v1_fefa1c62.png,181,676,2250,1345,True
Pass\250930_172059_A35W_11-3 [16].bmp,86de316b9c926e4f4e63be8c122e2c88,Pass,250930_172059,86de316b9c926e4f4e63be8c122e2c88_v1_fefa1c62.png,283,584,1984,1221,True
Pass\250930_172059_A35W_12-1 [1024].bmp,2c975e46b7bd24e7012d724288e38ccd,Pass,250930_172059,2c975e46b7bd24e7012d724288e38ccd_v1_fefa1c62.png,200,668,2257,1325,True
Pass\250930_172059_A35W_14-2 [16384].bmp,fad43322b1e1a59755b298e5b7034a34,Pass,250930_172059,fad43322b1e1a59755b298e5b7034a34_v1_fefa1c62.png,196,684,2029,1319,True
Pass\250930_172059_A35W_14-3 [16].bmp,911cd70a3c281157a1c968169f67f7d7,Pass,250930_172059,911cd70a3c281157a1c968169f67f7d7_v1_fefa1c62.png,177,594,2108,1231,True
Pass\250930_172059_A35W_15-2 [16384].bmp,a57ef16fa629277a681048527eb07cd6,Pass,250930_172059,a57ef16fa629277a681048527eb07cd6_v1_fefa1c62.png,208,692,2007,1316,True
Pass\250930_172059_A35W_15-3 [16].bmp,cee7e8fb7f2fe3bd37b7598259e42df2,Pass,250930_172059,cee7e8fb7f2fe3bd37b7598259e42df2_v1_fefa1c62.png,277,597,1996,1228,True
Pass\250930_172059_A35W_16-1 [1024].bmp,54b085e7714735e9d74b5983d45afceb,Pass,250930_172059,54b085e7714735e9d74b5983d45afceb_v1_fefa1c62.png,188,686,2213,1339,True
Pass\250930_172059_A35W_16-2 [16384].bmp,7c86071404284a245798a2f8866e0f06,Pass,250930_172059,7c86071404284a245798a2f8866e0f06_v1_fefa1c62.png,263,686,1986,1323,True
Pass\250930_172059_A35W_16-3 [16].bmp,f6d298b6cb9985323c265d8a2aa80b7d,Pass,250930_172059,f6d298b6cb9985323c265d8a2aa80b7d_v1_fefa1c62.png,277,599,1960,1226,True
Pass\250930_172059_A35W_17-2 [16384].bmp,d5fe5efc32cd0fa86ef9a72317ae0fe7,Pass,250930_172059,d5fe5efc32cd0fa86ef9a72317ae0fe7_v1_fefa1c62.png,253,689,1974,1320,True
Pass\250930_172059_A35W_17-3 [16].bmp,eeb3b13b26d54dd964ddd1c9d51c5fec,Pass,250930_172059,eeb3b13b26d54dd964ddd1c9d51c5fec_v1_fefa1c62.png,262,589,1973,1236,True
Pass\250930_172059_A35W_18-2 [16384].bmp,659eb5a1b67db1ff9cda4c10f992cd18,Pass,250930_172059,659eb5a1b67db1ff9cda4c10f992cd18_v1_fefa1c62.png,199,686,1990,1323,True
Pass\250930_172059_A35W_18-3 [16].bmp,d710abc7a4263df7f0d2325b0d61ebd3,Pass,250930_172059,d710abc7a4263df7f0d2325b0d61ebd3_v1_fefa1c62.png,281,599,1984,1226,True
Pass\250930_172059_A35W_19-1 [1024].bmp,9055f90943bfbe67aedf1b8fa12666f6,Pass,250930_172059,9055f90943bfbe67aedf1b8fa12666f6_v1_fefa1c62.png,193,682,2310,1337,True
Pass\250930_172059_A35W_19-2 [16384].bmp,9314bfb33699f5168470f564bcd8d69f,Pass,250930_172059,9314bfb33699f5168470f564bcd8d69f_v1_fefa1c62.png,274,692,1971,1311,True
Pass\250930_172059_A35W_19-3 [16].bmp,88461acdbef259fdea79048832cf483e,Pass,250930_172059,88461acdbef259fdea79048832cf483e_v1_fefa1c62.png,291,596,1974,1215,True
Pass\250930_172059_A35W_2-1 [1024].bmp,ee028ce3be31daedd8b03cb81b36d627,Pass,250930_172059,ee028ce3be31daedd8b03cb81b36d627_v1_fefa1c62.png,184,670,2293,1307,True
Pass\250930_172059_A35W_2-2 [16].bmp,df419871f5d7ddd277ec9245e943543a,Pass,250930_172059,df419871f5d7ddd277ec9245e943543a_v1_fefa1c62.png,246,676,1991,1297,True
Pass\250930_172059_A35W_2-3 [16].bmp,2fa7e1f0606d1d6d6e9bb7c8dd0b1383,Pass,250930_172059,2fa7e1f0606d1d6d6e9bb7c8dd0b1383_v1_fefa1c62.png,253,586,2132,1210,True
Pass\250930_172059_A35W_20-1 [1024].bmp,2a291044223db4cdeb0f35e29746e68a,Pass,250930_172059,2a291044223db4cdeb0f35e29746e68a_v1_fefa1c62.png,212,687,2233,1334,True
Pass\250930_172059_A35W_20-2 [16384].bmp,bc28bf6a6da6c9030126dac1ca404944,Pass,250930_172059,bc28bf6a6da6c9030126dac1ca404944_v1_fefa1c62.png,271,686,1992,1323,True
Pass\250930_172059_A35W_20-3 [16].bmp,6b9631a275150277b8de2cf46853904f,Pass,250930_172059,6b9631a275150277b8de2cf46853904f_v1_fefa1c62.png,302,594,1979,1213,True
Pass\250930_172059_A35W_21-2 [16384].bmp,fe31e35919e67f8d8af4134bb2667480,Pass,250930_172059,fe31e35919e67f8d8af4134bb2667480_v1_fefa1c62.png,236,687,2155,1316,True
Pass\250930_172059_A35W_21-3 [16].bmp,97e796039901582dc1650a65e787b595,Pass,250930_172059,97e796039901582dc1650a65e787b595_v1_fefa1c62.png,185,591,2148,1220,True
Pass\250930_172059_A35W_22-1 [1024].bmp,4c8268ca4ba64da66c3eb3884a923901,Pass,250930_172059,4c8268ca4ba64da66c3eb3884a923901_v1_fefa1c62.png,205,681,2311,1328,True
Pass\250930_172059_A35W_22-3 [16].bmp,70afb1b7c25ca1eb74e8b832fec3dabe,Pass,250930_172059,70afb1b7c25ca1eb74e8b832fec3dabe_v1_fefa1c62.png,278,594,1994,1231,True
Pass\250930_172059_A35W_23-1 [1024].bmp,488ed76561c28464a407f0adae8d9530,Pass,250930_172059,488ed76561c28464a407f0adae8d9530_v1_fefa1c62.png,207,682,2190,1321,True
Pass\250930_172059_A35W_23-2 [16384].bmp,7a0434d4d76fe0d83cc47d18ebd0683f,Pass,250930_172059,7a0434d4d76fe0d83cc47d18ebd0683f_v1_fefa1c62.png,284,688,2052,1325,True
Pass\250930_172059_A35W_23-3 [16].bmp,fe10ef9eba59a3c6b455a9f8eb2bf70f,Pass,250930_172059,fe10ef9eba59a3c6b455a9f8eb2bf70f_v1_fefa1c62.png,271,587,1994,1234,True
Pass\250930_172059_A35W_24-1 [1024].bmp,24cfc6be49f7652e97960a3ecf985a68,Pass,250930_172059,24cfc6be49f7652e97960a3ecf985a68_v1_fefa1c62.png,214,683,2242,1330,True
Pass\250930_172059_A35W_24-2 [16384].bmp,cd9b0a020ad8070654a1a08b8b96579b,Pass,250930_172059,cd9b0a020ad8070654a1a08b8b96579b_v1_fefa1c62.png,257,684,1978,1321,True
Pass\250930_172059_A35W_24-3 [16].bmp,02ef7fa1187e2d7ea122e795d571a2f7,Pass,250930_172059,02ef7fa1187e2d7ea122e795d571a2f7_v1_fefa1c62.png,220,585,2017,1214,True
Pass\250930_172059_A35W_25-1 [1024].bmp,ad5f5f2106168dcfa68cd83128ea116b,Pass,250930_172059,ad5f5f2106168dcfa68cd83128ea116b_v1_fefa1c62.png,214,688,2309,1327,True
Pass\250930_172059_A35W_25-2 [16384].bmp,ba6f73b5b4ef5b369584ab6b97db8362,Pass,250930_172059,ba6f73b5b4ef5b369584ab6b97db8362_v1_fefa1c62.png,281,690,1984,1311,True
Pass\250930_172059_A35W_25-3 [16].bmp,f60a249a13d6f320f04958c49819f4d7,Pass,250930_172059,f60a249a13d6f320f04958c49819f4d7_v1_fefa1c62.png,284,590,2013,1225,True
Pass\250930_172059_A35W_26-1 [1024].bmp,c93468c51a8997859046934f4ca52491,Pass,250930_172059,c93468c51a8997859046934f4ca52491_v1_fefa1c62.png,197,681,2316,1324,True
Pass\250930_172059_A35W_26-2 [16384].bmp,fa755f154e0f22747a5c4afcbcf934a0,Pass,250930_172059,fa755f154e0f22747a5c4afcbcf934a0_v1_fefa1c62.png,257,685,1992,1312,True
Pass\250930_172059_A35W_26-3 [16].bmp,2082c75cb93a2fab6ec08e9b964fbb1b,Pass,250930_172059,2082c75cb93a2fab6ec08e9b964fbb1b_v1_fefa1c62.png,212,589,2131,1216,True
Pass\250930_172059_A35W_27-2 [16384].bmp,e72dec7c9d2dd4c0b3d33756a76668db,Pass,250930_172059,e72dec7c9d2dd4c0b3d33756a76668db_v1_fefa1c62.png,191,707,2000,1336,True
Pass\250930_172059_A35W_27-3 [262144].bmp,68d524c752efe55f5d8f7b0a04803f81,Pass,250930_172059,68d524c752efe55f5d8f7b0a04803f81_v1_fefa1c62.png,214,621,1993,1252,True
Pass\250930_172059_A35W_28-1 [1024].bmp,f55e36361dc72e12f91c4ed024f9709d,Pass,250930_172059,f55e36361dc72e12f91c4ed024f9709d_v1_fefa1c62.png,227,690,2229,1347,True
Pass\250930_172059_A35W_28-2 [16384].bmp,6675b0fd9cceb89b0863f4a202eb8a1f,Pass,250930_172059,6675b0fd9cceb89b0863f4a202eb8a1f_v1_fefa1c62.png,285,708,1986,1332,True
Pass\250930_172059_A35W_28-3 [16].bmp,4b85eae30edf7af25a31e59bf7bb4198,Pass,250930_172059,4b85eae30edf7af25a31e59bf7bb4198_v1_fefa1c62.png,283,614,2077,1249,True
Pass\250930_172059_A35W_29-1 [1024].bmp,c17dba7bd57d90e51b9f0d0f9e511ccb,Pass,250930_172059,c17dba7bd57d90e51b9f0d0f9e511ccb_v1_fefa1c62.png,218,706,2205,1359,True
Pass\250930_172059_A35W_29-2 [16384].bmp,e77975b8ff096c67184f59a07f39f2b2,Pass,250930_172059,e77975b8ff096c67184f59a07f39f2b2_v1_fefa1c62.png,282,696,1993,1331,True
Pass\250930_172059_A35W_3-1 [1024].bmp,5092d533187d2e0bdfaeaa4bfff7ce17,Pass,250930_172059,5092d533187d2e0bdfaeaa4bfff7ce17_v1_fefa1c62.png,188,673,2320,1318,True
Pass\250930_172059_A35W_3-3 [16].bmp,8fab0087afdcca84873fae9bb17f79ea,Pass,250930_172059,8fab0087afdcca84873fae9bb17f79ea_v1_fefa1c62.png,275,585,1960,1214,True
Pass\250930_172059_A35W_30-1 [1024].bmp,b708eff108cee6ef27c2937052c974a0,Pass,250930_172059,b708eff108cee6ef27c2937052c974a0_v1_fefa1c62.png,208,702,2251,1359,True
Pass\250930_172059_A35W_30-2 [16384].bmp,04d4110aaae0b5241fdc5bfa73150923,Pass,250930_172059,04d4110aaae0b5241fdc5bfa73150923_v1_fefa1c62.png,281,705,1984,1336,True
Pass\250930_172059_A35W_30-3 [262144].bmp,23931f45c23bd26c66c64c1b08bba49d,Pass,250930_172059,23931f45c23bd26c66c64c1b08bba49d_v1_fefa1c62.png,292,623,2005,1250,True
Pass\250930_172059_A35W_31-1 [1024].bmp,eb0307d4b61ba5efa17278fefe2d8ea7,Pass,250930_172059,eb0307d4b61ba5efa17278fefe2d8ea7_v1_fefa1c62.png,221,708,2223,1365,True
Pass\250930_172059_A35W_31-2 [16384].bmp,3aa2988128fc5489b6f710be7cd4b0e9,Pass,250930_172059,3aa2988128fc5489b6f710be7cd4b0e9_v1_fefa1c62.png,286,711,1981,1338,True
Pass\250930_172059_A35W_31-3 [262144].bmp,4fe4da1c3efe4ae982756cc208a86e12,Pass,250930_172059,4fe4da1c3efe4ae982756cc208a86e12_v1_fefa1c62.png,299,614,1984,1235,True
Pass\250930_172059_A35W_32-1 [1024].bmp,a3f15d0608f35145f56d8fb4fde67b93,Pass,250930_172059,a3f15d0608f35145f56d8fb4fde67b93_v1_fefa1c62.png,208,704,2371,1361,True
Pass\250930_172059_A35W_32-2 [16384].bmp,56f4c2c940ad1a9b6930da12aac82d17,Pass,250930_172059,56f4c2c940ad1a9b6930da12aac82d17_v1_fefa1c62.png,285,722,1988,1341,True
Pass\250930_172059_A35W_32-3 [262144].bmp,e4c4a6397da0a80b43e400928f9ce4a0,Pass,250930_172059,e4c4a6397da0a80b43e400928f9ce4a0_v1_fefa1c62.png,293,629,2012,1260,True
Pass\250930_172059_A35W_33-1 [1024].bmp,a6a1f495d28d0b15adb9cc10c0244cba,Pass,250930_172059,a6a1f495d28d0b15adb9cc10c0244cba_v1_fefa1c62.png,122,358,2325,1290,False
Pass\250930_172059_A35W_34-2 [16384].bmp,de20384818f19905a3af8880afaff029,Pass,250930_172059,de20384818f19905a3af8880afaff029_v1_fefa1c62.png,288,709,2019,1338,True
Pass\250930_172059_A35W_34-3 [262144].bmp,a206cde698cf0d19990d0cefd6f1b39a,Pass,250930_172059,a206cde698cf0d19990d0cefd6f1b39a_v1_fefa1c62.png,297,615,2002,1258,True
Pass\250930_172059_A35W_35-2 [16384].bmp,5f740a8a3cfaabfb5a31bfce11944a5d,Pass,250930_172059,5f740a8a3cfaabfb5a31bfce11944a5d_v1_fefa1c62.png,298,700,1973,1321,True
Pass\250930_172059_A35W_35-3 [16].bmp,2b967752495db8e28f6b74a2baee9d9e,Pass,250930_172059,2b967752495db8e28f6b74a2baee9d9e_v1_fefa1c62.png,312,602,1971,1239,True
Pass\250930_172059_A35W_36-2 [16384].bmp,a58ceada8fd5879293217616e3011df6,Pass,250930_172059,a58ceada8fd5879293217616e3011df6_v1_fefa1c62.png,280,701,2029,1344,True
Pass\250930_172059_A35W_36-3 [16].bmp,73f225051df684443403a9110c62ba11,Pass,250930_172059,73f225051df684443403a9110c62ba11_v1_fefa1c62.png,296,612,1975,1249,True
Pass\250930_172059_A35W_37-2 [16384].bmp,168748a95d0803f039b32653621a4489,Pass,250930_172059,168748a95d0803f039b32653621a4489_v1_fefa1c62.png,219,701,2010,1330,True
Pass\250930_172059_A35W_37-3 [262144].bmp,5877c03aa9a548a77713115a211c818a,Pass,250930_172059,5877c03aa9a548a77713115a211c818a_v1_fefa1c62.png,314,608,2023,1245,True
Pass\250930_172059_A35W_38-1 [1024].bmp,d87a4f6be33b14cf3b24ae3f0289052f,Pass,250930_172059,d87a4f6be33b14cf3b24ae3f0289052f_v1_fefa1c62.png,218,699,2295,1342,True
Pass\250930_172059_A35W_38-3 [262144].bmp,40cd27a9153c341e89b9b834d6c888d5,Pass,250930_172059,40cd27a9153c341e89b9b834d6c888d5_v1_fefa1c62.png,318,626,2027,1250,True
Pass\250930_172059_A35W_39-1 [1024].bmp,753a8d7dfb23b02d42dc776b2e0dcaa8,Pass,250930_172059,753a8d7dfb23b02d42dc776b2e0dcaa8_v1_fefa1c62.png,208,695,2236,1342,True
Pass\250930_172059_A35W_39-2 [16384].bmp,3bf314853f7def3d6b4551b5be9653aa,Pass,250930_172059,3bf314853f7def3d6b4551b5be9653aa_v1_fefa1c62.png,281,705,1986,1336,True
Pass\250930_172059_A35W_39-3 [16].bmp,7f1fa229cef438146f38a4724a952dc3,Pass,250930_172059,7f1fa229cef438146f38a4724a952dc3_v1_fefa1c62.png,236,614,1997,1251,True
Pass\250930_172059_A35W_4-1 [1024].bmp,99a4e73cc455c432632c76275fb24940,Pass,250930_172059,99a4e73cc455c432632c76275fb24940_v1_fefa1c62.png,178,669,2273,1316,True
Pass\250930_172059_A35W_4-2 [16].bmp,dd307643140939710f9ca60ba74545c6,Pass,250930_172059,dd307643140939710f9ca60ba74545c6_v1_fefa1c62.png,237,668,1992,1305,True
Pass\250930_172059_A35W_4-3 [16].bmp,f64cd1c248ce484e42d7cf758592f71a,Pass,250930_172059,f64cd1c248ce484e42d7cf758592f71a_v1_fefa1c62.png,271,584,1976,1208,True
Pass\250930_172059_A35W_5-1 [1024].bmp,dd2b91325372ea360377fb7c367d1a34,Pass,250930_172059,dd2b91325372ea360377fb7c367d1a34_v1_fefa1c62.png,191,669,2222,1319,True
Pass\250930_172059_A35W_5-2 [16].bmp,7e246b18825ff1b55f57399e8ce6c3c4,Pass,250930_172059,7e246b18825ff1b55f57399e8ce6c3c4_v1_fefa1c62.png,235,679,2112,1306,True
Pass\250930_172059_A35W_5-3 [16].bmp,114263c2390892906fe8aee4bf93193a,Pass,250930_172059,114263c2390892906fe8aee4bf93193a_v1_fefa1c62.png,184,585,2087,1212,True
Pass\250930_172059_A35W_6-1 [1024].bmp,2ad5382ecc43c12b0011f96262a432d0,Pass,250930_172059,2ad5382ecc43c12b0011f96262a432d0_v1_fefa1c62.png,204,669,2225,1316,True
Pass\250930_172059_A35W_6-2 [16384].bmp,a5fc8a36bdde857809737036e7d3ca03,Pass,250930_172059,a5fc8a36bdde857809737036e7d3ca03_v1_fefa1c62.png,276,682,1971,1317,True
Pass\250930_172059_A35W_7-1 [1024].bmp,9a4d365c74c5c54a74575500eb0d971c,Pass,250930_172059,9a4d365c74c5c54a74575500eb0d971c_v1_fefa1c62.png,166,667,2313,1310,True
Pass\250930_172059_A35W_7-2 [16384].bmp,48935c5d78156cf4667349cf2b10d175,Pass,250930_172059,48935c5d78156cf4667349cf2b10d175_v1_fefa1c62.png,275,673,1980,1302,True
Pass\250930_172059_A35W_8-2 [16384].bmp,ba1a0a833b8b73e082e518e956525bc3,Pass,250930_172059,ba1a0a833b8b73e082e518e956525bc3_v1_fefa1c62.png,281,669,1986,1298,True
Pass\250930_172059_A35W_9-2 [16384].bmp,7fb78b326e9fa39c17103a555a8911ab,Pass,250930_172059,7fb78b326e9fa39c17103a555a8911ab_v1_fefa1c62.png,286,679,1963,1306,True
Pass\250930_172059_A35W_9-3 [16].bmp,7b57c9bda23e26a7c320ba7cb02bafce,Pass,250930_172059,7b57c9bda23e26a7c320ba7cb02bafce_v1_fefa1c62.png,270,587,1979,1230,True
Pass\251003_130559_A35W_1-3 [16].bmp,2912cfe7ea8ed418595efaef5f56afe5,Pass,251003_130559,2912cfe7ea8ed418595efaef5f56afe5_v1_fefa1c62.png,300,575,1979,1206,True
Pass\251003_130559_A35W_10-3 [16].bmp,41b1600bcc8732005b87fd7c6ce83aa2,Pass,251003_130559,41b1600bcc8732005b87fd7c6ce83aa2_v1_fefa1c62.png,282,578,1995,1213,True
