relpath,filename,class,run,part,shot,code,width,height,hash,ahash,issues,valid,layout
Pass\251003_150040_A35W_4-2 [16].bmp,251003_150040_A35W_4-2 [16].bmp,Pass,251003_150040,4,2,16,2448,2048,91792446df4f4849705d11d8d62fcc4c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_4-3 [16].bmp,251003_150040_A35W_4-3 [16].bmp,Pass,251003_150040,4,3,16,2448,2048,d1eab3f9ef58789e6bfec49c08b5adbe,0110000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251003_150040_A35W_5-1 [1024].bmp,251003_150040_A35W_5-1 [1024].bmp,Pass,251003_150040,5,1,1024,2448,2048,61837e6f533d0f181c36002ea5bceff1,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_5-2 [16].bmp,251003_150040_A35W_5-2 [16].bmp,Pass,251003_150040,5,2,16,2448,2048,829324df570bf9ec1e1b8f8483f1ce8e,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_5-3 [16].bmp,251003_150040_A35W_5-3 [16].bmp,Pass,251003_150040,5,3,16,2448,2048,c90aabef1e846db54e9563537bd54d3c,0110000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251003_150040_A35W_6-1 [1024].bmp,251003_150040_A35W_6-1 [1024].bmp,Pass,251003_150040,6,1,1024,2448,2048,383b5abbb9c5ce8e355d42df94964cd7,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_6-2 [16384].bmp,251003_150040_A35W_6-2 [16384].bmp,Pass,251003_150040,6,2,16384,2448,2048,abe8c285223297e8d4052d4e52afcb8d,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_6-3 [16].bmp,251003_150040_A35W_6-3 [16].bmp,Pass,251003_150040,6,3,16,2448,2048,1f49b56dea0a1651727acbbb5b2f420f,0111100000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\251003_150040_A35W_7-2 [16].bmp,251003_150040_A35W_7-2 [16].bmp,Pass,251003_150040,7,2,16,2448,2048,6a3347b1dc60601f754cb8575adace23,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_7-3 [16].bmp,251003_150040_A35W_7-3 [16].bmp,Pass,251003_150040,7,3,16,2448,2048,00c5a031612cac543856fc9c29cd20be,0111000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251003_150040_A35W_8-1 [1024].bmp,251003_150040_A35W_8-1 [1024].bmp,Pass,251003_150040,8,1,1024,2448,2048,91f58bb63efa1f5cb1e2294bb7318457,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_8-3 [16].bmp,251003_150040_A35W_8-3 [16].bmp,Pass,251003_150040,8,3,16,2448,2048,55d6e576ef1a9504dd76625f6f148a3f,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251003_150040_A35W_9-2 [16384].bmp,251003_150040_A35W_9-2 [16384].bmp,Pass,251003_150040,9,2,16384,2448,2048,253bc79fe6188e1493808db18f8ea036,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251003_150040_A35W_9-3 [16].bmp,251003_150040_A35W_9-3 [16].bmp,Pass,251003_150040,9,3,16,2448,2048,34c7450e6f373b65e346f2ed293b6bd7,0111100000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251010_130238_A35W_1-1 [16].bmp,251010_130238_A35W_1-1 [16].bmp,Pass,251010_130238,1,1,16,2448,2048,08d2d61eb54b438c552a7501548670e7,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_1-2 [16].bmp,251010_130238_A35W_1-2 [16].bmp,Pass,251010_130238,1,2,16,2448,2048,a704b4a5582c5caf441a7a7d807a4aa5,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_1-3 [262144].bmp,251010_130238_A35W_1-3 [262144].bmp,Pass,251010_130238,1,3,262144,2448,2048,f2fbd549f65f38dd67fda1c3587add00,0000000000000000011010001111111011111110011111100000000000000000,,True,L0
Pass\251010_130238_A35W_2-1 [1024].bmp,251010_130238_A35W_2-1 [1024].bmp,Pass,251010_130238,2,1,1024,2448,2048,159f2d946affee42f5a294e973af6c6e,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_2-2 [16].bmp,251010_130238_A35W_2-2 [16].bmp,Pass,251010_130238,2,2,16,2448,2048,dbddbe113ce793aa12d5622bd839d1e7,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_2-3 [262144].bmp,251010_130238_A35W_2-3 [262144].bmp,Pass,251010_130238,2,3,262144,2448,2048,e8cff30605b016225a4ef97d33c1e4be,0111000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\251010_130238_A35W_3-1 [1024].bmp,251010_130238_A35W_3-1 [1024].bmp,Pass,251010_130238,3,1,1024,2448,2048,9aabb24917d5ddd787f6a7b11c61596b,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_3-2 [16].bmp,251010_130238_A35W_3-2 [16].bmp,Pass,251010_130238,3,2,16,2448,2048,c84c8d6dfc7bbf0fb1c7199840b52456,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_3-3 [262144].bmp,251010_130238_A35W_3-3 [262144].bmp,Pass,251010_130238,3,3,262144,2448,2048,abacc8d59a421ac078b50a35aeab9a8e,0111000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\251010_130238_A35W_4-1 [1024].bmp,251010_130238_A35W_4-1 [1024].bmp,Pass,251010_130238,4,1,1024,2448,2048,7db3dc190c143631c0d9084f269159e2,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_4-2 [16].bmp,251010_130238_A35W_4-2 [16].bmp,Pass,251010_130238,4,2,16,2448,2048,fa4d152ef5f52df3dc182cecc37b1212,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251010_130238_A35W_4-3 [262144].bmp,251010_130238_A35W_4-3 [262144].bmp,Pass,251010_130238,4,3,262144,2448,2048,972091297cddcbd9f49f28d4cd1f56b0,0111100000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_1-1 [1024].bmp,251014_150205_A35W_1-1 [1024].bmp,Pass,251014_150205,1,1,1024,2448,2048,d29e339723c8f8c7c4d214283bf9e985,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_1-2 [16].bmp,251014_150205_A35W_1-2 [16].bmp,Pass,251014_150205,1,2,16,2448,2048,31cf45494eea5ed3565866b196e8bd7c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_1-3 [262144].bmp,251014_150205_A35W_1-3 [262144].bmp,Pass,251014_150205,1,3,262144,2448,2048,83a8387eb1ac888e0e8bbe211c86f1b6,0000000000000000010000101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_10-1 [1024].bmp,251014_150205_A35W_10-1 [1024].bmp,Pass,251014_150205,10,1,1024,2448,2048,d9a65738b5ac84e1353e790ca70ba395,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_10-2 [16].bmp,251014_150205_A35W_10-2 [16].bmp,Pass,251014_150205,10,2,16,2448,2048,ea5dc1fb73c609862dd867f77b14afc6,0000000000000000000000001111111111111111000000000010000000000000,,True,L0
Pass\251014_150205_A35W_10-3 [262144].bmp,251014_150205_A35W_10-3 [262144].bmp,Pass,251014_150205,10,3,262144,2448,2048,c1b99104bcbda3fe006891919277536c,0000000000000000011000101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_11-1 [16].bmp,251014_150205_A35W_11-1 [16].bmp,Pass,251014_150205,11,1,16,2448,2048,09255bce4ff91c59c350d92d4973f67a,0000000000000000000000000111111111111111000000000001000000000000,,True,L0
Pass\251014_150205_A35W_11-2 [16].bmp,251014_150205_A35W_11-2 [16].bmp,Pass,251014_150205,11,2,16,2448,2048,be2f61d6c40376852e361fe4e477beea,0000000000000000000000001111111111111111000000000011100000000000,,True,L0
Pass\251014_150205_A35W_11-3 [262144].bmp,251014_150205_A35W_11-3 [262144].bmp,Pass,251014_150205,11,3,262144,2448,2048,05f9bf8fa2c947e22f239c2603d376b9,0000000000000000011110101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_12-1 [1024].bmp,251014_150205_A35W_12-1 [1024].bmp,Pass,251014_150205,12,1,1024,2448,2048,ebf1d1c11c16e153298812788634b2d4,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_12-2 [16].bmp,251014_150205_A35W_12-2 [16].bmp,Pass,251014_150205,12,2,16,2448,2048,762b32efa4fc6cf1d0317b94a046af23,0000000000000000000000001111111111111111000000000011100000000000,,True,L0
Pass\251014_150205_A35W_12-3 [262144].bmp,251014_150205_A35W_12-3 [262144].bmp,Pass,251014_150205,12,3,262144,2448,2048,63664782d472c0d8cf9acabf31802b04,0100000000000000011110101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_13-1 [16].bmp,251014_150205_A35W_13-1 [16].bmp,Pass,251014_150205,13,1,16,2448,2048,49d37c48dfd7291baf8819842a34920f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_13-2 [16384].bmp,251014_150205_A35W_13-2 [16384].bmp,Pass,251014_150205,13,2,16384,2448,2048,6718e0cbb7b3553627debbb649a9a413,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_13-3 [262144].bmp,251014_150205_A35W_13-3 [262144].bmp,Pass,251014_150205,13,3,262144,2448,2048,1a4cfa11bc728799bf79c7e898b99d58,0000000000000000010000101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_14-2 [16].bmp,251014_150205_A35W_14-2 [16].bmp,Pass,251014_150205,14,2,16,2448,2048,ff4eaba29273b1167f18f062fc44bb86,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_14-3 [262144].bmp,251014_150205_A35W_14-3 [262144].bmp,Pass,251014_150205,14,3,262144,2448,2048,9b02cdce9795a519af53c4a8cf6b36c7,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_15-2 [16].bmp,251014_150205_A35W_15-2 [16].bmp,Pass,251014_150205,15,2,16,2448,2048,af27b29984dd3182eb0bff5257f561f8,0000000000000000000000001111111111111111000000000001000000000000,,True,L0
Pass\251014_150205_A35W_15-3 [262144].bmp,251014_150205_A35W_15-3 [262144].bmp,Pass,251014_150205,15,3,262144,2448,2048,b7296df3c8ccf801843278118193ec29,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_16-1 [16].bmp,251014_150205_A35W_16-1 [16].bmp,Pass,251014_150205,16,1,16,2448,2048,72c57c3fa3d6460406551518b9279317,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_16-2 [16].bmp,251014_150205_A35W_16-2 [16].bmp,Pass,251014_150205,16,2,16,2448,2048,e677bdca46b7c25ee6510c4b22d1b9c5,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_16-3 [262144].bmp,251014_150205_A35W_16-3 [262144].bmp,Pass,251014_150205,16,3,262144,2448,2048,9bffae19f0308cfc3f29063e8b0473ab,0110000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_17-3 [262144].bmp,251014_150205_A35W_17-3 [262144].bmp,Pass,251014_150205,17,3,262144,2448,2048,51021e5d2fdd1e22cb5da862bc9cd30f,0100000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_18-1 [1024].bmp,251014_150205_A35W_18-1 [1024].bmp,Pass,251014_150205,18,1,1024,2448,2048,df5a25ce970d3d358338c7e9dafa76aa,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_18-2 [16].bmp,251014_150205_A35W_18-2 [16].bmp,Pass,251014_150205,18,2,16,2448,2048,1b1486adff1618d55fc99c64b99bdf7b,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_18-3 [262144].bmp,251014_150205_A35W_18-3 [262144].bmp,Pass,251014_150205,18,3,262144,2448,2048,62e388e027c414fe57049e348f34f82b,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_19-1 [1024].bmp,251014_150205_A35W_19-1 [1024].bmp,Pass,251014_150205,19,1,1024,2448,2048,d2fd57cc348f4a2616adab45a82f3c2f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_19-2 [16384].bmp,251014_150205_A35W_19-2 [16384].bmp,Pass,251014_150205,19,2,16384,2448,2048,063acdffde46d1429f5963e534ceb0a0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_19-3 [262144].bmp,251014_150205_A35W_19-3 [262144].bmp,Pass,251014_150205,19,3,262144,2448,2048,c36f5bb9506c4d3dafaa9dabd97a4d0e,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_2-1 [16].bmp,251014_150205_A35W_2-1 [16].bmp,Pass,251014_150205,2,1,16,2448,2048,954a5662d01af50a590c8bc609f4d2a0,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_2-2 [16].bmp,251014_150205_A35W_2-2 [16].bmp,Pass,251014_150205,2,2,16,2448,2048,59d09dbb9350b48ea539f0824b83482a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_2-3 [262144].bmp,251014_150205_A35W_2-3 [262144].bmp,Pass,251014_150205,2,3,262144,2448,2048,0c3094eaeef43413f85f91d0a0580b17,0100000000000000010000101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_20-1 [1024].bmp,251014_150205_A35W_20-1 [1024].bmp,Pass,251014_150205,20,1,1024,2448,2048,61e89b4d5f1c242ddd9bef0e28b3e2db,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_20-3 [262144].bmp,251014_150205_A35W_20-3 [262144].bmp,Pass,251014_150205,20,3,262144,2448,2048,a10c73881a3911f6809be5375b5e4882,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_21-1 [1024].bmp,251014_150205_A35W_21-1 [1024].bmp,Pass,251014_150205,21,1,1024,2448,2048,d0f7e49e5ea8689907d8f66603d11379,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_21-2 [16].bmp,251014_150205_A35W_21-2 [16].bmp,Pass,251014_150205,21,2,16,2448,2048,6b4ddd2afa57632762b11741437660eb,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_21-3 [262144].bmp,251014_150205_A35W_21-3 [262144].bmp,Pass,251014_150205,21,3,262144,2448,2048,813359a8a70fc4793c84b65ed0aabdaa,0110000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_22-1 [16].bmp,251014_150205_A35W_22-1 [16].bmp,Pass,251014_150205,22,1,16,2448,2048,ff11a666e1f2db19cd1a01b25fde9c15,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_22-2 [16384].bmp,251014_150205_A35W_22-2 [16384].bmp,Pass,251014_150205,22,2,16384,2448,2048,779ac90dd45bbeb02df5027173047418,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_22-3 [262144].bmp,251014_150205_A35W_22-3 [262144].bmp,Pass,251014_150205,22,3,262144,2448,2048,5e28240091d701e0e86127c175c4b1f5,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_23-1 [1024].bmp,251014_150205_A35W_23-1 [1024].bmp,Pass,251014_150205,23,1,1024,2448,2048,d3849e558b01cff292d7565ffd65fa20,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_23-2 [16].bmp,251014_150205_A35W_23-2 [16].bmp,Pass,251014_150205,23,2,16,2448,2048,0ebd2e4cb64306c8a2591e30032aa514,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_23-3 [262144].bmp,251014_150205_A35W_23-3 [262144].bmp,Pass,251014_150205,23,3,262144,2448,2048,81ac3b21108b271a8f1c33cafa252e79,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_24-1 [16].bmp,251014_150205_A35W_24-1 [16].bmp,Pass,251014_150205,24,1,16,2448,2048,6eb031dbd6428d913150b16c64f6ee01,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_24-2 [16].bmp,251014_150205_A35W_24-2 [16].bmp,Pass,251014_150205,24,2,16,2448,2048,fb1aba44af396a062999a0b7c39f4d0c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_24-3 [262144].bmp,251014_150205_A35W_24-3 [262144].bmp,Pass,251014_150205,24,3,262144,2448,2048,baa6a4626fa0e8484dcedbae412dfc55,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_25-2 [16].bmp,251014_150205_A35W_25-2 [16].bmp,Pass,251014_150205,25,2,16,2448,2048,f47679fd40360d059ec4832420d2b8d8,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_25-3 [262144].bmp,251014_150205_A35W_25-3 [262144].bmp,Pass,251014_150205,25,3,262144,2448,2048,d5e33bfd3063302fafa9d85f1542a546,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_26-1 [1024].bmp,251014_150205_A35W_26-1 [1024].bmp,Pass,251014_150205,26,1,1024,2448,2048,e18ca7afe7609d2925b1f25ac34403a3,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_26-3 [262144].bmp,251014_150205_A35W_26-3 [262144].bmp,Pass,251014_150205,26,3,262144,2448,2048,d2c8adf73e30a827a0e8cb6eee6a2e2f,0110000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_27-3 [262144].bmp,251014_150205_A35W_27-3 [262144].bmp,Pass,251014_150205,27,3,262144,2448,2048,f1b12793503385afd82521d50305fa42,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_28-1 [1024].bmp,251014_150205_A35W_28-1 [1024].bmp,Pass,251014_150205,28,1,1024,2448,2048,08c52d80f4dfe45dc55b2e56f9f3e218,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_28-3 [262144].bmp,251014_150205_A35W_28-3 [262144].bmp,Pass,251014_150205,28,3,262144,2448,2048,ea9999f7955014303a3341182f2d381f,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_29-1 [1024].bmp,251014_150205_A35W_29-1 [1024].bmp,Pass,251014_150205,29,1,1024,2448,2048,6bfa065dcee9ef7fc36d79bc707fc405,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_29-2 [16].bmp,251014_150205_A35W_29-2 [16].bmp,Pass,251014_150205,29,2,16,2448,2048,fd1224b1519d3ded0323a339eaa5e51e,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_29-3 [262144].bmp,251014_150205_A35W_29-3 [262144].bmp,Pass,251014_150205,29,3,262144,2448,2048,6ad390f0c19c4ebda1fa1662062d551f,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_3-1 [1024].bmp,251014_150205_A35W_3-1 [1024].bmp,Pass,251014_150205,3,1,1024,2448,2048,d4b2549bbe126dc2fb3c4251f0754c1a,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_3-2 [16].bmp,251014_150205_A35W_3-2 [16].bmp,Pass,251014_150205,3,2,16,2448,2048,d53c046dff9260921d15a255d0686853,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_3-3 [262144].bmp,251014_150205_A35W_3-3 [262144].bmp,Pass,251014_150205,3,3,262144,2448,2048,a6c3ffa50354b828800d5b44349699af,0100000000000000010000101111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_30-1 [16].bmp,251014_150205_A35W_30-1 [16].bmp,Pass,251014_150205,30,1,16,2448,2048,b07e8bc68bda1c0135323c1df94ba505,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_30-2 [16].bmp,251014_150205_A35W_30-2 [16].bmp,Pass,251014_150205,30,2,16,2448,2048,fcc41aa6525b8b9a21b019718bd61eaa,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_31-1 [1024].bmp,251014_150205_A35W_31-1 [1024].bmp,Pass,251014_150205,31,1,1024,2448,2048,5487058c85eed0f1ff9222eb6d5b478e,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_31-2 [16384].bmp,251014_150205_A35W_31-2 [16384].bmp,Pass,251014_150205,31,2,16384,2448,2048,bd783066acfb71c6307563f0bc87ccb5,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_31-3 [262144].bmp,251014_150205_A35W_31-3 [262144].bmp,Pass,251014_150205,31,3,262144,2448,2048,e4fc1bce5aa38354a4b016114a74db61,0111001000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_32-1 [1024].bmp,251014_150205_A35W_32-1 [1024].bmp,Pass,251014_150205,32,1,1024,2448,2048,9c6ed7f2b540be3e12fb5dc82e6583ff,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_32-2 [16].bmp,251014_150205_A35W_32-2 [16].bmp,Pass,251014_150205,32,2,16,2448,2048,e458338e94f291c00cc9c50ff369c945,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_32-3 [262144].bmp,251014_150205_A35W_32-3 [262144].bmp,Pass,251014_150205,32,3,262144,2448,2048,5404b67ca4c1f3f9d6f88cecbaa985d6,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_33-1 [16].bmp,251014_150205_A35W_33-1 [16].bmp,Pass,251014_150205,33,1,16,2448,2048,6c425c2f1118197463cda0df627d360d,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_33-2 [16].bmp,251014_150205_A35W_33-2 [16].bmp,Pass,251014_150205,33,2,16,2448,2048,1c2014c72662d8e762ef881082f16989,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_33-3 [262144].bmp,251014_150205_A35W_33-3 [262144].bmp,Pass,251014_150205,33,3,262144,2448,2048,fcd0e97030ad207a13d4fbaa3668f7df,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_34-1 [1024].bmp,251014_150205_A35W_34-1 [1024].bmp,Pass,251014_150205,34,1,1024,2448,2048,e55fe8c48cf61b50d1707a90dee7d1a4,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_34-2 [16].bmp,251014_150205_A35W_34-2 [16].bmp,Pass,251014_150205,34,2,16,2448,2048,e36b6460d7d43ce083c9212871c9af5c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_34-3 [262144].bmp,251014_150205_A35W_34-3 [262144].bmp,Pass,251014_150205,34,3,262144,2448,2048,9be23bebeb9135e0801c3afa17a3eb1a,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_35-2 [16].bmp,251014_150205_A35W_35-2 [16].bmp,Pass,251014_150205,35,2,16,2448,2048,22870eb3713de630bb9dabb1c1776222,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_36-2 [16384].bmp,251014_150205_A35W_36-2 [16384].bmp,Pass,251014_150205,36,2,16384,2448,2048,c8f85bead07e2f683c1ff081544cbe3a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_36-3 [262144].bmp,251014_150205_A35W_36-3 [262144].bmp,Pass,251014_150205,36,3,262144,2448,2048,7b76c4c1a52c84cac8a3a310b8286926,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_37-2 [16].bmp,251014_150205_A35W_37-2 [16].bmp,Pass,251014_150205,37,2,16,2448,2048,496d2b871877a7d3d7bbb89968638ba0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_38-2 [16].bmp,251014_150205_A35W_38-2 [16].bmp,Pass,251014_150205,38,2,16,2448,2048,d7f137fba33963bb425d93f8a62b3aca,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_38-3 [262144].bmp,251014_150205_A35W_38-3 [262144].bmp,Pass,251014_150205,38,3,262144,2448,2048,fa298e066254944f4781c68055e18aad,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_39-2 [16384].bmp,251014_150205_A35W_39-2 [16384].bmp,Pass,251014_150205,39,2,16384,2448,2048,0fde3afde1dba71ac98ba665f16f9f3d,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_39-3 [1].bmp,251014_150205_A35W_39-3 [1].bmp,Pass,251014_150205,39,3,1,2448,2048,10187ed957cedcaac33298be64efdc87,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_4-1 [16].bmp,251014_150205_A35W_4-1 [16].bmp,Pass,251014_150205,4,1,16,2448,2048,97b978c28fc98250e1ce57c5cdf59dc1,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_4-2 [16].bmp,251014_150205_A35W_4-2 [16].bmp,Pass,251014_150205,4,2,16,2448,2048,4810df163a454eaae9438d84e1a0fabe,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_4-3 [262144].bmp,251014_150205_A35W_4-3 [262144].bmp,Pass,251014_150205,4,3,262144,2448,2048,0254f7a91d46cff4ee54c639d3fd1f3b,0100000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_5-1 [16].bmp,251014_150205_A35W_5-1 [16].bmp,Pass,251014_150205,5,1,16,2448,2048,7be6bf9986c3861e0f5a9d60052449cf,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_5-2 [16].bmp,251014_150205_A35W_5-2 [16].bmp,Pass,251014_150205,5,2,16,2448,2048,2de9e673466e4c97e308002338da54d8,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_5-3 [262144].bmp,251014_150205_A35W_5-3 [262144].bmp,Pass,251014_150205,5,3,262144,2448,2048,eaf1a57e209235e1ee2e48f4a79f3651,0110000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\251014_150205_A35W_6-1 [1024].bmp,251014_150205_A35W_6-1 [1024].bmp,Pass,251014_150205,6,1,1024,2448,2048,e75b6c7da295c9f23e3e5b7d2ef4ecdc,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\251014_150205_A35W_6-2 [16].bmp,251014_150205_A35W_6-2 [16].bmp,Pass,251014_150205,6,2,16,2448,2048,17011d335696afbd66bdc001cd6b3784,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
